,id,Website,Article_URL,Headline,Claim_Date,Review_Date,Query/Keyword,Original_Claim_Website,Original_Claim_Only,Claim,Image_URL,Image_Path,Label_Website,Label,Context/Label_Explanation,Text_Only_Claim,Normal_Image,AI_Generated_Image,Altered_Image,Data_Collection_Type
49,49,misbar.com,https://www.misbar.com/en/factcheck/2025/03/05/image-does-not-show-zelenskyy-signing-bombs-gaza,This Image Does Not Show Zelenskyy Signing Bombs for Gaza,2025-03-05 00:00:00+00:00,2025-03-05 00:00:00+00:00,Ukraine,,"Ukrainian President Volodymyr Zelenskyy signing bombs, claiming he was signing Israeli bombs intended for use against Palestinians in Gaza.",This image shows Ukrainian President Volodymyr Zelenskyy signing Israeli bombs intended for use against Palestinians in Gaza.,https://web.archive.org/web/20250708174414/https://assets.misbar.com/styles/large_870x490/public/images/2025-03/glezjqnxwaaaxga.jpg.webp?itok=IxyJQHka,images/ukraine_russia/49.jpg,misleading,Misleading,"Misbar’s team found that the image shows Zelenskyy signing American bombs produced for Ukraine. A reverse image search led to a YouTube video published by AFP News Agency in September 2024. The video, which included frames similar to the viral image, showed Zelenskyy visiting an ammunition factory in Scranton, Pennsylvania. According to AFP’s description, Zelenskyy visited the United States at the time to seek permission to use Western weapons against targets in Russia. At the 0:56 timestamp, a frame similar to the viral image can be seen.",False,True,False,False,API
50,50,misbar.com,https://www.misbar.com/en/factcheck/2025/02/23/germany-has-not-threatened-cut-ties-us-after-talks-russia,Germany Has Not Threatened To Cut Ties With the U.S. After Talks With Russia,2025-02-23 00:00:00+00:00,2025-02-23 00:00:00+00:00,Ukraine,,German Foreign Minister Baerbock threatens US with severing ties amid Trump's comments on Zelensky and Ukraine.,In February 2025 German Foreign Minister Annalena Baerbock threatened the US with severing ties amid US President Donald Trump's comments on Ukrainian President Volodymyr Zelenskyy and Ukraine.,,,fake,False,"Germany’s Foreign Minister Criticized Europe’s Exclusion From U.S.-Russia Talks. The claim emerged after Germany’s Foreign Minister, Annalena Baerbock, criticized the exclusion of European countries from U.S.-Russia talks on the Ukrainian war, which were recently held in Saudi Arabia. Baerbock argued that lasting peace in Europe cannot be achieved without European involvement, warning that temporary peace would allow Russia to regroup for future conflicts. She also stated that downplaying Europe’s role would benefit Russia and called for greater confidence in dealing with the new U.S. administration.",True,False,False,False,API
51,51,misbar.com,https://www.misbar.com/en/factcheck/2025/02/20/germany%E2%80%99s-olaf-scholz-has-not-declared-state-emergency-over-trump%E2%80%99s-ukraine-plan,Germany’s Olaf Scholz Has Not Declared a State of Emergency Over Trump’s Ukraine Plan,2025-02-20 00:00:00+00:00,2025-02-20 00:00:00+00:00,Ukraine,,German Chancellor Olaf Scholz declared a state of emergency in Germany due to Trump's peace plan for Ukraine.,In February 2025 German Chancellor Olaf Scholz declared a state of emergency in Germany due to US President Donald Trump's peace plan for Ukraine.,,,misleading,Misleading,"Contrary to the viral claim, German Chancellor Olaf Scholz did not call for a state of emergency in Germany after Trump’s recent peace talks. A closer review of Scholz’s speech reveals that he referred to “Notlage,” not “Notstand” as claimed. In the video, Scholz said, “The Bundestag should pass a resolution as soon as possible according to which the war in Ukraine and its serious consequences for the security of Germany and Europe are classified as an emergency (Notlage) within the meaning of Article 115 paragraph two of the Basic Law.” In German, “Notstand” means a state of emergency that would severely restrict citizens’ rights. However, “Notlage” appears in the German Basic Law and signifies an urgent situation, but it does not equate to a government-imposed state of emergency.”",True,False,False,False,API
52,52,misbar.com,https://www.misbar.com/en/factcheck/2025/02/16/trump-and-putin-have-not-reached-agreement-end-russia-ukraine-war,Trump and Putin Have Not Reached an Agreement to End Russia-Ukraine War,2025-02-16 00:00:00+00:00,2025-02-16 00:00:00+00:00,Ukraine,,President Trump: I have reached an agreement with Putin to end the war in Ukraine.,"After a call with Russia's President Vladimir Putin on February 12, 2025, US President Donald Trump announced that he had reached an agreement to end the war in Ukraine.",,,misleading,Misleading,"Misbar’s team searched for the claimed statement from Trump but did not find any reports from credible media outlets. However, Trump said in a post on his Truth Social platform that he had a call with Putin on February 12, 2025, during which they discussed Ukraine, the Middle East, energy, artificial intelligence, and various other subjects. During the call, both presidents agreed to have their teams start negotiations immediately. Trump said he would call President Zelenskyy to inform him of their decision, which he planned to do while writing the post. Media outlets also reported that Ukraine talks would start, citing Trump’s post, but did not report that Trump had reached an agreement to end the war.",True,False,False,False,API
53,53,newsweek.com,https://www.newsweek.com/fact-check-trump-russia-ukraine-war-losses-troops-2030104,Fact Check: Trump Says Russia Has Lost 1.5 Million Troops In Ukraine War,2025-02-14 00:00:00+00:00,2025-02-14 00:00:00+00:00,Ukraine,,Trump says Russia has lost 1.5 million troops In Ukraine war,"As of February 2025, Russia has lost 1.5 million troops in the Ukraine war.",,,FALSE,False,"For the benefit of the doubt, and as it wasn't explicit, Newsweek has treated the term ""lost"" to mean losses from those killed or injured. Trump said last month that 1.7 million soldiers across both sides had been killed, as reported by Politico, for which there is no evidence. Even though he went on to say that he was ""interested primarily from the standpoint of death,"" Newsweek assessed the total of wounded and killed. A November 2024 report by the French Institute of International Relations referenced British military intelligence that said that as of May 2024, Russia's killed and wounded was up to 500,000. Using data from other conflicts to estimate the amount of Russian irreversible losses (those killed, wounded who died in hospital, or otherwise immobilized), the report suggested total irreversible Russian casualties in Ukraine by mid-summer 2024 had reached around 460,000. In December 2024, the U.K. Minister for the Armed Forces, Luke Pollard MP, told the U.K. Parliament's House of Commons: ""Our assessments further indicate there have been over 750,000 Russian casualties since the beginning of the full-scale invasion with the grim milestone of one million Russians dead and wounded likely to be reached within approximately six months."" Global security experts at the International Institute for Strategic Studies (IISS) said in a report published this week that, as of early January 2025, it estimated a minimum of 172,000 Russian troops had been killed, with 611,000 wounded, of whom 376,000 were severely wounded. Recruitment since the start of the war had generated approximately 976,000 personnel, it said, adding that up to an accumulated 235,000 Russian wounded were ""recoverable."" Recent estimates published by Ukraine's military say that as of February 10, 2025, Russian casualties had reached 850,490. While larger, its total isn't far from independent experts and government reports, with recent Ukrainian analyses echoing experts outside Kyiv. For example, the IISS's estimate of 783,000 from early January 2025 was, by its own words, a ""minimum"" approximate and, as noted by defense-industry specialist magazine Defense Express, was roughly in line with the Ukrainian military estimate published in late December 2024 of 789,550.",True,False,False,False,API
54,54,newsweek.com,https://www.newsweek.com/fact-check-tucker-carlson-ukraine-weapons-black-market-cartels-2030011,Fact Check: Are Ukrainian Weapons Being Sold on Black Market?,2025-02-12 00:00:00+00:00,2025-02-12 00:00:00+00:00,Ukraine,,Ukraine is selling half of the armaments it receives from the United States,Ukraine is selling half of the armaments it receives from the United States,,,FALSE,False,"Claims that NATO weapons and ammunition are being put on sale on the dark web have re-surfaced in recent months, but as other outlets have reported, there is no evidence that any such products have actually made it into the hands of a prospective buyer. A Newsweek analysis of similar claims made in 2022, the year the war began, reveals a coordinated effort by Russian disinformation networks to spread false narratives about Ukraine's handling of Western-supplied weapons. This effort has included fabricated dark web ads, with pro-Russian outlets circulating images of a supposed Javelin anti-tank weapon for sale online. However, the listing was traced back to pro-Russian Telegram channels, and the images themselves dated to 2014— preceding both the war and the current levels of U.S. military support.",True,False,False,False,API
55,55,checkyourfact.com,https://checkyourfact.com/2025/02/12/fact-check-e-news-usaid-celebrities-millions-ukraine/,"FACT CHECK: No, E! News Did Not Report USAID Paid Celebrities Millions To Visit Ukraine",2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,Ukraine,,A post shared on X claims E! News reported that United States Agency Aid and Development (USAID) paid millions for celebrities to visit Ukraine.,E! News reported that the United States Agency Aid and Development (USAID) paid millions for celebrities to visit Ukraine.,,,FALSE,False, There is no evidence for this claim. E! News does not have this alleged reporting on its website. No media outlets have referenced this alleged reporting nor have reported on this allegation that USAID paid celebrities to visit Ukraine. ,True,False,False,False,API
56,56,misbar.com,https://www.misbar.com/en/factcheck/2025/02/06/ben-stiller-denies-usaid-funding-claims-ukraine-trip,Ben Stiller Denies USAID Funding Claims for Ukraine Trip,2025-02-06 00:00:00+00:00,2025-02-06 00:00:00+00:00,Ukraine,,Ben Stiller received $4 million from USAID for his photographs with Ukrainian President Volodymyr Zelensky.,"This image shows Ben Stiller and Ukrainian President Volodymyr Zelensky at their meeting on June 20, 2022, for which Stiller received $4 million from USAID.",https://web.archive.org/web/20250708174656/https://assets.misbar.com/styles/large_870x490/public/images/2025-02/gjdeq0wbwaalt17.jpg.webp?itok=qKe9BPgb,images/ukraine_russia/56.jpg,fake,False,"Misbar investigated the circulating claim and found the claim to be fake; Ben Stiller has publicly denied these allegations, stating that he completely self-funded his trip and received no payment from USAID. Stiller met with Volodymyr Zelensky in Kyiv as part of his role as an ambassador for the United Nations Refugee Agency (UNHCR) in 2022. In response to the circulating video, Stiller took to X to refute the claims, stating, ""These are lies coming from Russian media. I completely self-funded my humanitarian trip to Ukraine. There was no funding from USAID and certainly no payment of any kind. 100% false."" Furthermore, there is no evidence to support that E! News posted that video.",False,True,False,False,API
57,57,checkyourfact.com,https://checkyourfact.com/2025/02/05/fact-check-trump-criticize-starmer-deal-uk-ukraine/,"FACT CHECK: No, Donald Trump Did Not Criticize Keir Starmer Over A 100-Year Deal Between The UK And Ukraine",2025-01-21 00:00:00+00:00,2025-02-05 00:00:00+00:00,Ukraine,,claims Trump purportedly criticized British PM Keir Starmer over a 100-year deal between the U.K. and Ukraine,"In an interview with podcaster Theo Von in August 2024, Donald Trump criticized British Prime Minister Keir Starmer over a 100-year deal between the U.K. and Ukraine.",,,FALSE,False,"The claim is false. While Trump did sit down with Von for an interview back in August 2024, he did not mention Starmer or the U.K.’s 100-year deal with Zelenskyy. Likewise, Trump does not appear to have publicly referenced the claim via his personal or government X accounts, his TRUTH Social account, or his verified social media accounts. In addition, neither Starmer nor Zelenskyy have commented on the claim.",True,False,False,False,API
58,58,checkyourfact.com,https://checkyourfact.com/2025/01/16/fact-check-no-eight-mansions-belonging-to-ukrainian-military-officials-did-not-burn-down-in-la/,"FACT CHECK: No, Eight Mansions Belonging To Ukrainian Military Officials Did Not Burn Down In LA",2025-01-11 00:00:00+00:00,2025-01-16 00:00:00+00:00,Ukraine,,"A post shared on X claims eight mansions belonging to Ukrainian military officials burned down in Los Angeles, California.","During the January 2025 wildfires, eight mansions belonging to Ukrainian military officials burned down in Los Angeles, California.",,,FALSE,False," There is no evidence of this claim. If eight mansions belonging to Ukrainian military officials burned down, media outlets would have covered it, yet none have. A wider internet search also did not yield any results for this claim, either. ”",True,False,False,False,API
59,59,checkyourfact.com,https://checkyourfact.com/2025/01/09/fact-check-ukraine-list-politicians-bribes/,"FACT CHECK: No, Ukraine Didn’t Release List Of Politicians Taking Bribes",2024-12-19 00:00:00+00:00,2025-01-09 00:00:00+00:00,Ukraine,,"A post shared on Threads claims to show Ukraine releasing a list of politicians, such as President Joe Biden, taking bribes.",This image shows an authentic list realeased by Ukraine showing US politicians taking bribes from Ukraine. The highest bribe was 92 Million US-$ for Joe Biden.,https://web.archive.org/web/20250116235353/https://f.ptcdn.info/927/081/000/s273jd2al8eVVUlCAaakl-o.png,images/ukraine_russia/59.jpg,FALSE,False,"This claim is false. No media outlets have reported on Ukrainian officials releasing any such list. A wider internet search also did not yield any results for this claim. The Dispatch Fact Check also reported that this claim appears to have originated from an October 2023 Thai-language website and then spread to various social media platforms such as X. An expert told the Dispatch that the claim was “absolutely nonsensical. “There’s no credible sources whatsoever, anywhere, in any contexts that show that Ukraine is making these sorts of payments,” Ian Garner, an assistant professor at the Pilecki Institute, told The Dispatch Fact Check.”",False,False,False,True,API
60,60,checkyourfact.com,https://checkyourfact.com/2024/11/13/fact-check-elon-musk-didnt-post-last-dollar-for-zelenskyy/,FACT CHECK: Elon Musk Didn’t Post ‘Last Dollar’ For Zelenskyy,2024-11-08 00:00:00+00:00,2024-11-13 00:00:00+00:00,Ukraine,,"A post shared on Facebook claims billionaire Elon Musk posted a ""last dollar"" for Ukrainian President Volodymyr Zelenskyy.","This image shows a screenshot of an authentic X post from Elon Musk on November 6, 2025 saying 'The last dollar for Zelenskiy'.",https://web.archive.org/web/20250708180101/https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/505036692_4125956231017504_858135731129961155_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=YkSKYqh473YQ7kNvwG_L5K9&_nc_oc=AdndkjWdFBxAswOybwTvT5tpEldRuo9xh_-A-h3KUvpnTXAwCcB0aCQtA9w0_klHjGg&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=-7Ij-yZtpiNQzgMT8_e9zg&oh=00_AfRI_l6fJQGSk3iSDgYGlhxhpucuLdY0YU4Sc0DWsdKQ3w&oe=6873428D,images/ukraine_russia/60.jpg,FALSE,False,"These claims are false. If he had done so, media outlets would have covered it, yet none have. A wider internet search and a review of Musk’s X account did not yield any results for this claim. The Ukrainian National Defense and Security Council’s Center for Countering Disinformation refuted the claim in a Nov. 6 tweet.",False,False,False,True,API
61,61,rappler.com,https://www.rappler.com/newsbreak/fact-check/vladimir-putin-alive-not-dead-moscow-limousine-explosion/,"FACT CHECK: Putin is alive, not killed in Moscow limo explosion",2025-04-17 00:00:00+00:00,2025-04-17 00:00:00+00:00,Russia,,Russian President Vladimir Putin has died in an explosion in one of his limousines.,Russian President Vladimir Putin has died in an explosion in one of his limousines.,,,FALSE,False,"Putin is alive. On April 11, Putin met US envoy Steve Winkoff in Saint Petersburg to discuss “various aspects of the Ukrainian settlement.” The Kremlin leader also recently met Russian nationals who were freed following their captivity in the Gaza strip. A Newsweek report stated that an Aurus Senat limousine, reportedly managed by the Presidential Property Management Department, caught fire near the Federal Security Service headquarters in the Russian capital of Moscow on March 29. There are currently no confirmed details about who was using the vehicle at the time of the explosion.",True,False,False,False,API
62,62,misbar.com,https://www.misbar.com/en/factcheck/2025/03/23/old-photo-misrepresented-recent-us-mq-9-drone-wreckage-yemen,Old Photo Misrepresented as Recent U.S. MQ-9 Drone Wreckage in Yemen,2025-03-22 00:00:00+00:00,2025-03-22 00:00:00+00:00,Russia,,Photo of the US drone shot down by Russian missiles in the hands of the Houthis.,This image shows a US drone which was shot down in March 2025 by the Houthis using Russian missiles.,https://web.archive.org/web/20250708175730/https://assets.misbar.com/styles/large_870x490/public/071098cd4a84b4ec9cbdc82b01279566b81dc4c1.jpg.webp?itok=ZgEl-_E3,images/ukraine_russia/62.jpg,misleading,Misleading,"Outdated Photo Shows Aftermath of Gaza Rockets on Israel. Contrary to social media users’ claim, the photo is not related to recent Yemen-Israel reciprocal attacks. The photo was uploaded to the Times of Israel in October 2023. According to the photo's caption, it depicts a rocket fired from Gaza hitting Ashkelon in southern Israel on October 7, 2023. Photographer Edi Israel took the photo on October 7, 2023, for Flash90. The same photo was also published in a released article in the Australian Jewish News on October 12. The photo’s provided caption indicates that the photo was shot in Ashkelon, not Tel Aviv, on October 7, 2023.",False,True,False,False,API
63,63,checkyourfact.com,https://checkyourfact.com/2025/03/19/fact-check-tulsi-trump-putin-good-friends/,FACT CHECK: Did Tulsi Gabbard Say Trump And Putin Were Good Friends?,2025-03-17 00:00:00+00:00,2025-03-19 00:00:00+00:00,Russia,,A post shared on X claims Director of National Intelligence (DNI) Tulsi Gabbard said that President Donald Trump and Russian President Vladimir Putin were good friends.,"In an interview with NDTV on March 17, 2025 Director of US National Intelligence Tulsi Gabbard said that President Donald Trump and Russian President Vladimir Putin were good friends.",,,FALSE,False,"This claim is false. Gabbard was talking about Modi being friends with Trump, not Putin. She made these remarks during an interview with NDTV. While some outlets reported that she was talking about Trump and Putin, others corrected it. For example, the Associated Press withdrew their story. “The Associated Press has withdrawn its story about U.S. Director of National Intelligence Tulsi Gabbard saying President Donald Trump and Russian President Vladimir Putin ‘are very good friends.’ Gabbard was talking about Trump and Indian Prime Minister Narendra Modi. The AP will publish a corrected version of the story,” reads the AP’s withdrawal notice. Alexa Henning, the deputy chief of staff for Gabbard, called out the incorrect reporting via a post on X.",True,False,False,False,API
64,64,misbar.com,https://www.misbar.com/en/factcheck/2025/02/27/macron-did-not-call-putin-butcher-his-press-conference-trump,Macron Did Not Call Putin a Butcher in His Press Conference With Trump,2025-02-27 00:00:00+00:00,2025-02-27 00:00:00+00:00,Russia,,"French President Emmanuel Macron called Russian President Vladimir Putin a “butcher” during his press conference with Donald Trump on Monday, Feb. 24, 2025.","French President Emmanuel Macron called Russian President Vladimir Putin a 'butcher' during his press conference with Donald Trump on Monday, Feb. 24, 2025.",,,misleading,Misleading," Users Misunderstood Macron’s Reference to the Bucha Massacre Misbar’s team reviewed the viral video some users shared supporting their claim and found that Macron was referring to the Bucha massacre During the press conference, a journalist asked the French president what he would advise Trump to ensure strong and enduring negotiations with Putin, considering that Macron was the last leader to meet Putin before Ukraine’s invasion. In his French accent, Macron replied that he would never offer advice to Trump. He added that he ceased his discussions with Putin “after Bucha and the war crimes,” explaining that, at the time, Macron believed that France “had nothing to get from him.” In the press conference clip, published by several outlets including CTV News, the word “Bucha” is clearly audible in Macron’s French accent, not “butcher.”",True,False,False,False,API
65,65,newsweek.com,https://www.newsweek.com/fact-check-did-jd-vance-say-us-military-action-available-against-russia-2032348,Fact Check: Did JD Vance Say US 'Military Action' Available Against Russia?,2025-02-18 00:00:00+00:00,2025-02-18 00:00:00+00:00,Russia,,"Did JD Vance say US ""military action"" available against Russia?","In an interview with the Wall Street Journal, published on February 14, 2025, US Vice President J.D. Vance said the US military action is available against Russia.",,,TRUE,True,"In an interview with The Wall Street Journal published on February 14, Vance was asked about security guarantees the U.S. could provide Ukraine as part of a peace settlement with Russia, and what ""instruments of pressure"" could ensure Moscow's cooperation. In his response, Vance mentioned ""military tools of leverage"" among a ""range of options."" ""I think certainly, look, there, there are instruments of pressure, absolutely. And again, if you look at President Trump's approach to this, he—the range of options is extremely broad,"" Vance said.”",True,False,False,False,API
66,66,rappler.com,https://www.rappler.com/newsbreak/fact-check/no-russia-invasion-china-japan-february-2025/,FACT CHECK: No invasion of Russia by China and Japan,2025-02-10 00:00:00+00:00,2025-02-10 00:00:00+00:00,Russia,,China and Japan plan to invade the Russian Federation,China and Japan plan to invade the Russian Federation.,,,FALSE,False," There are no reports from the foreign affairs and defense ministries of China and the foreign affairs and defense ministries of Japan about a supposed joint invasion of Russia. The video is a mere discussion of the geopolitical situation between China, Japan, the United States, and Russia. It provides no further mention nor proof of its claim. ",True,False,False,False,API
67,67,newsweek.com,https://www.newsweek.com/fact-check-has-russia-offered-assistance-california-wildfire-disaster-2014213,Fact Check: Has Russia Offered Assistance to California Wildfire Disaster?,2025-01-21 00:00:00+00:00,2025-01-21 00:00:00+00:00,Russia,,Has Russia offered assistance to California wildfire disaster?,Russia offered assistance for the California wildfires from January 2025.,,,unverified,NEI," Newsweek has not found any statement from Russian officials offering support to California. There are no official public statements from Sergey Shchetinin, named on Russian government websites as the Chairman of the Executive Committee of the Russian Union of Rescuers, under the Russian Emergencies Ministry.”",True,False,False,False,API
68,68,usatoday.com,https://www.usatoday.com/story/news/factcheck/2025/01/16/adam-schiff-senate-committees-fact-check/77718124007/,"No, Adam Schiff wasn’t blocked from Senate committees | Fact check",2025-01-11 00:00:00+00:00,2025-01-16 00:00:00+00:00,Russia,,John Thune blocked Adam Schiff's assignments over Russia investigation,Majority Leader John Thune blocked Senator Adam Schiff's committee assignments because of his past work in the Russia investigation over Donald Trump.,,,FALSE,False," There is no evidence Senate Majority Leader John Thune blocked Sen. Adam Schiff from any committee assignments. Schiff is listed as a member of four Senate committees, and a spokesperson for Schiff said the claim is false.",True,False,False,False,API
69,69,checkyourfact.com,https://checkyourfact.com/2025/01/08/fact-check-assad-passport-fake/,FACT CHECK: Assad Passport Image Is Fake | Check Your Fact,2024-12-19 00:00:00+00:00,2025-01-08 00:00:00+00:00,Russia,,An image shared on X claims to show the Russian passport of deposed Syrian dictator Bashar al-Assad.,This image shows an authentic Russian passport of deposed Syrian dictator Bashar al-Assad.,https://web.archive.org/web/20250708180905/https://pbs.twimg.com/media/GfMBhJaXcAADAym?format=jpg&name=medium,images/ukraine_russia/69.jpg,FALSE,False,"This claim is false. Through a reverse image search, Check Your Fact found that the image was photoshopped from an actual passport shared to Wikipedia. The original passport has been photoshopped to include Assad’s face.",False,False,False,True,API
70,70,rappler.com,https://www.rappler.com/newsbreak/fact-check/russia-did-not-declare-war-united-states/,FACT CHECK: Russia did not declare war on US,2024-12-02 00:00:00+00:00,2024-12-02 00:00:00+00:00,Russia,,Russian President Vladimir Putin has declared war on the United States.,Russian President Vladimir Putin has declared war on the United States.,,,FALSE,False, Russia has not declared war on the US. There are no reports from credible media outlets or government statements confirming the claim. The video merely narrates recent developments in the ongoing conflict between Russia and Ukraine. ,True,False,False,False,API
71,71,checkyourfact.com,https://checkyourfact.com/2024/10/28/fact-check-did-russia-become-the-fourth-largest-economy-in-the-world/,FACT CHECK: Did Russia Become The Fourth Largest Economy in the World?,2024-10-23 00:00:00+00:00,2024-10-28 00:00:00+00:00,Russia,,A post on X claims that the IMF has declared Russia the fourth-largest economy in the world.,In October 2024 the International Monetary Fund (IMF) declared Russia the fourth-largest economy in the world.,,,FALSE,False,"The claim is lacking context. When adjusted for adjusted for PPP, Russia ranks fourth. The metric, according to Investopedia, is a “macroeconomic analysis metric” that compares economic productivity and standards of living to other countries using currency conversion rates. Russia’s economy appears to be one of the faster-growing economies at the current time. According to IMF reports and other economic forecasts, Russia ranks 11th in nominal GDP. This metric, according to Investopedia, is the measurement of all goods and services produced in a country at a given time period. The metric does not remove inflation or the pace in which prices are moving.”",True,False,False,False,API
72,72,newsweek.com,https://www.newsweek.com/pete-hegseth-vladimir-putin-war-criminal-1985251,Fact Check: Did Pete Hegseth Call Putin a 'War Criminal?',2024-11-13 00:00:00+00:00,2024-11-13 00:00:00+00:00,Russia,,Did Pete Hegseth call Putin a 'war criminal'?,US Secretary of Defense Pete Hegseth called Putin a 'war criminal'.,,,needs context,Misleading,"While Hegseth aligned with the claim that Putin was a ""war criminal,"" the clip shared online was from March 2022 not long after the outbreak of the conflict. Since then Hegseth has been more cautious, and critical of the U.S. intervention in Ukraine and the prognosis from others that Russia's intervention would lead to wider conflict.",True,False,False,False,API
73,73,checkyourfact.com,https://checkyourfact.com/2024/10/01/fact-check-russian-embassy-image-f-16/,FACT CHECK: Russian Embassy Shares Old Image Of F-16,2024-09-27 00:00:00+00:00,2024-10-01 00:00:00+00:00,Russia,,The Russian Embassy in South Africa claimed in a Sept. 26 X post to show a downed Ukrainian F-16.,This image shows a Ukrainian F-16 fighter jet which was shot down by Russia as part of the large-scale Russian invasion in Ukraine.,https://web.archive.org/web/20250123092256/https://pbs.twimg.com/media/GYeOyt9WIAAIJ7T?format=jpg&name=small,images/ukraine_russia/73.jpg,FALSE,False,"The image of the F-16 is from 2019. It is an American F-16 that crashed. This claim is false. Through a reverse image search, Check Your Fact found that the image is from 2019. The image shows an American F-16 that crashed into a California warehouse in May 2019, according to Air and Space Forces Magazine.",False,True,False,False,API
74,74,checkyourfact.com,https://checkyourfact.com/2024/09/19/fact-check-small-nuclear-strike-russia/,FACT CHECK: Did A Small Nuclear Strike Hit Russia?,2024-09-18 00:00:00+00:00,2024-09-19 00:00:00+00:00,Russia,,"Posts shared on X claims that a North Atlantic Treaty Organization (NATO) strike, possibly nuclear, hit a Russian ammunition depot.","This image shows a Russian ammunition depot in Toropets, Tver Oblast, before and after it was hit by a, possible nuclear, strike from the North Atlantic Treaty Organization (NATO).",https://web.archive.org/web/20250313135839/https://dims.apnews.com/dims4/default/810a90b/2147483647/strip/true/crop/19000x5594+0+0/resize/1440x424!/format/webp/quality/90/?url=https://assets.apnews.com/26/32/8d546e1d085c24b0665a6f399dce/ce6c62f457764b4ea6b4ccd54e87a2e8,images/ukraine_russia/74.jpg,FALSE,False,"This claim is false. The attack was not from NATO, but a Ukrainian drone strike, according to The Associated Press. A Kyiv security official told the outlet that the attack was carried out by Ukrainian Special Operation Forces, Security Service and Intelligence. At least 100 Ukrainian drones took part in the attack, the outlet reported. The regional governor of Tver told residents they would be able to go back to their homes.",False,True,False,False,API
75,75,misbar.com,https://www.misbar.com/en/factcheck/2024/08/26/an-old-image-of-ukrainians-circulated-as-american-mercenaries-invading-russiarsquos-kursk-along-with-ukraine,An Old Image of Ukrainians Circulated As American Mercenaries Invading Russia’s Kursk Along With Ukraine,2024-08-26 00:00:00+00:00,2024-08-26 00:00:00+00:00,Russia,,American mercenaries exposed invading Russia's Kursk region These low-brainers provided evidence for their crimes before they were cremated.,This image shows American mercenaries participating in Ukraine's incursion into Russia's Kursk Oblast in August 2024.,https://web.archive.org/web/20250708182706/https://pbs.twimg.com/media/GU1wcUMXAAAfRtb?format=png&name=900x900,images/ukraine_russia/75.jpg,misleading,Misleading,"An Image Of A Ukrainian Solider Taken In Balakliia Through Google Reverse Image, Misbar’s team found that the image was originally posted in 2022 before Ukraine’s incursion into the Kursk region. In September 2022, Ukrainian journalist Denys Kazansky posted the image on his Telegram channel along with the caption, “Balakliia is Ukraine!” suggesting that it was originally captured in Balakelya, a city in eastern Ukraine. The image was posted in 2022 by the Ukrainian journalist Denys Kazanskyi before Ukraine’s incursion into the Kursk region.",False,True,False,False,API
76,76,misbar.com,https://www.misbar.com/en/factcheck/2024/08/22/joe-biden-updates-nuclear-strategy-no-imminent-nuclear-war-orders-issued,"Joe Biden Updates Nuclear Strategy, No Imminent Nuclear War Orders Issued",2024-08-22 00:00:00+00:00,2024-08-22 00:00:00+00:00,Russia,,"Biden ordered U.S. forces to prepare for possible nuclear confrontations with Russia, China, and North Korea.","While serving as US President in 2024, Joe Biden ordered the US forces to prepare for possible nuclear confrontations with Russia, China, and North Korea.",,,excitement,True," New York Times' Article Misinterpreted The article mentioned that the United States is considering increasing its nuclear arsenal, reversing decades of cutbacks due to concerns about China and Russia. This transition, driven by fears of China's rapid nuclear expansion and Russia's confrontational rhetoric, suggests a shift from merely updating to actively growing its nuclear weapons. While the Biden administration continues to embrace the vision of a nuclear-free world, it recognizes that new arms control agreements are becoming less likely. The United States hopes to compel China and Russia into negotiations by demonstrating its willingness to increase nuclear capabilities if necessary.",True,False,False,False,API
77,77,misbar.com,https://www.misbar.com/en/factcheck/2024/08/20/poland-marks-historic-victory-over-the-red-army-not-preparing-for-war-with-russia,"Poland Marks Historic Victory Over the Red Army, Not Preparing for War With Russia",2024-08-20 00:00:00+00:00,2024-08-20 00:00:00+00:00,Russia,,"POLAND The Army is preparing for war with Russia because We live in times of war, says Prime Minister.","This image shows a military parade of Poland's army on August 14, 2024, preparing for war with Russia.",https://web.archive.org/web/20250124154226/https://assets.misbar.com/styles/large_870x490/public/ca394822814b13f54385dea4721da7c695c8af33.jpg.webp?itok=2yKkTtOz,images/ukraine_russia/77.jpg,misleading,Misleading,"Poland Celebrates Historic Red Army Defeat On August 15, the same footage appeared on DW with the comment: “With tensions rising at its eastern borders, Poland put on a big show with a military parade to celebrate Armed Forces Day. Those tensions are also the reason why the country is aiming to build one of Europe's largest military forces.” Contrary to claims on social media, Poland paid tribute to its historic 1920 triumph over the Red Army on Thursday, August 15, by remembering fallen Poles and showcasing new military equipment. On Armed Forces Day, around 2,500 Polish soldiers, along with dozens of U.S. and other allied forces, marched in military vehicles or tanks, or flew in fighter jets and helicopters in Warsaw, Poland's capital.",False,True,False,False,API
